Timestamp,PosIsDeg,ForceIs,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
2024-12-06 13:36:34.764,29.02,518.0,0.59,0.75,-0.23,0.19,0.89,0.37
2024-12-06 13:36:34.792,28.35,515.0,0.62,0.77,-0.23,0.25,0.95,0.44
2024-12-06 13:36:34.820,29.92,507.0,0.63,0.82,-0.29,-4.08,6.51,10.08
2024-12-06 13:36:34.848,22.27,525.0,0.64,0.8,-0.25,-3.23,6.87,15.21
2024-12-06 13:36:34.883,22.72,525.0,0.66,0.75,-0.22,-2.68,6.93,17.53
2024-12-06 13:36:34.903,17.1,531.0,0.58,0.69,-0.22,-1.33,1.32,12.64
2024-12-06 13:36:34.931,10.8,525.0,0.54,0.68,-0.23,-0.97,-2.71,6.42
2024-12-06 13:36:34.980,13.72,524.0,0.5,0.69,-0.24,2.02,-2.65,1.72
2024-12-06 13:36:34.985,5.62,510.0,0.57,0.71,-0.24,4.83,-0.88,-4.08
2024-12-06 13:36:35.13,8.1,513.0,0.61,0.74,-0.24,5.5,0.34,-5.12
2024-12-06 13:36:35.41,13.72,535.0,0.61,0.74,-0.25,5.81,0.59,-6.1
2024-12-06 13:36:35.74,10.35,513.0,0.67,0.77,-0.22,4.4,4.74,-0.17
2024-12-06 13:36:35.100,6.07,523.0,0.62,0.75,-0.21,3.06,4.49,1.17
2024-12-06 13:36:35.124,7.88,507.0,0.64,0.72,-0.2,1.17,0.83,-0.72
2024-12-06 13:36:35.157,6.97,503.0,0.62,0.71,-0.21,0.37,-1.43,-0.48
2024-12-06 13:36:35.204,4.05,518.0,0.6,0.71,-0.22,0.25,-2.83,-1.27
2024-12-06 13:36:35.209,4.95,513.0,0.62,0.73,-0.22,-0.36,-1.43,-0.66
2024-12-06 13:36:35.235,4.28,498.0,0.6,0.73,-0.24,-0.54,-0.09,0.68
2024-12-06 13:36:35.262,-0.45,524.0,0.63,0.74,-0.22,-0.54,-0.27,0.5
2024-12-06 13:36:36.658,-3.82,504.0,0.61,0.74,-0.24,-0.11,0.52,-1.7
2024-12-06 13:36:36.671,-10.12,516.0,0.62,0.74,-0.24,0.25,1.2,2.14
2024-12-06 13:36:36.678,-2.7,511.0,0.62,0.74,-0.24,0.13,1.07,2.08
2024-12-06 13:36:36.682,-2.7,508.0,0.62,0.74,-0.24,0.13,0.65,2.21
2024-12-06 13:36:36.689,-2.92,512.0,0.62,0.74,-0.24,0.13,0.65,2.21
2024-12-06 13:36:36.700,-0.45,525.0,0.62,0.74,-0.24,0.07,0.46,2.27
2024-12-06 13:36:36.705,-7.42,501.0,0.62,0.73,-0.24,0.25,0.65,2.39
2024-12-06 13:36:36.713,-1.8,513.0,0.62,0.73,-0.24,0.5,0.71,2.63
2024-12-06 13:36:36.721,-4.05,494.0,0.62,0.73,-0.24,0.74,0.71,2.82
2024-12-06 13:36:36.729,2.7,516.0,0.62,0.73,-0.24,0.98,0.65,2.94
2024-12-06 13:36:36.742,0.22,510.0,0.61,0.73,-0.24,0.98,0.65,2.94
2024-12-06 13:36:36.746,1.35,513.0,0.61,0.73,-0.24,1.23,0.77,3.06
2024-12-06 13:36:36.755,2.25,512.0,0.61,0.74,-0.24,1.35,1.13,3.0
2024-12-06 13:36:36.787,-4.72,526.0,0.6,0.73,-0.24,1.41,1.74,2.14
2024-12-06 13:36:36.792,2.47,524.0,0.61,0.73,-0.24,1.41,1.5,2.02
2024-12-06 13:36:36.798,-0.67,510.0,0.61,0.73,-0.24,1.41,1.5,1.84
2024-12-06 13:36:36.816,-0.22,547.0,0.6,0.73,-0.23,1.35,0.04,1.23
2024-12-06 13:36:36.822,-4.28,522.0,0.61,0.72,-0.23,1.35,0.04,1.23
2024-12-06 13:36:36.845,2.02,540.0,0.62,0.73,-0.23,1.29,-1.73,0.56
2024-12-06 13:36:36.852,0.22,519.0,0.62,0.73,-0.23,1.35,-2.83,0.68
2024-12-06 13:36:36.860,1.35,508.0,0.63,0.73,-0.22,1.35,-2.65,0.86
2024-12-06 13:36:36.868,-0.67,522.0,0.62,0.73,-0.25,1.47,-2.65,0.86
2024-12-06 13:36:36.876,-1.57,520.0,0.59,0.74,-0.26,1.23,0.83,0.31
2024-12-06 13:36:36.884,-0.22,507.0,0.58,0.76,-0.23,1.23,2.72,-0.3
2024-12-06 13:36:36.894,-0.9,504.0,0.58,0.75,-0.23,1.23,3.33,-0.24
2024-12-06 13:36:36.926,-2.92,514.0,0.58,0.75,-0.23,1.17,3.82,0.25
2024-12-06 13:36:36.929,-1.57,522.0,0.61,0.72,-0.24,1.47,3.7,0.86
2024-12-06 13:36:36.931,0.22,528.0,0.63,0.72,-0.24,1.66,2.72,0.86
2024-12-06 13:36:36.940,1.57,483.0,0.63,0.72,-0.24,1.78,3.03,0.5
