Timestamp,PosIsDeg,ForceIs,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
2024-12-06 13:31:36.384,2.25,478.0,0.85,0.47,-0.21,-0.24,0.4,-2.13
2024-12-06 13:31:36.403,-0.22,485.0,0.84,0.46,-0.21,0.25,-2.1,-2.49
2024-12-06 13:31:36.446,1.12,520.0,0.78,0.43,-0.19,-0.6,-1.25,-7.87
2024-12-06 13:31:36.462,1.8,552.0,0.86,0.48,-0.2,0.68,0.95,-9.27
2024-12-06 13:31:36.484,5.85,529.0,0.85,0.5,-0.23,2.51,4.49,-6.46
2024-12-06 13:31:36.514,7.65,494.0,0.9,0.51,-0.25,2.63,4.19,-2.56
2024-12-06 13:31:36.569,9.9,505.0,0.9,0.49,-0.22,2.02,0.83,-0.48
2024-12-06 13:31:36.571,4.72,519.0,0.85,0.48,-0.22,1.66,-1.06,1.72
2024-12-06 13:31:36.593,6.75,512.0,0.79,0.48,-0.22,2.21,1.13,1.78
2024-12-06 13:31:36.637,9.22,509.0,0.8,0.48,-0.21,2.69,3.94,0.13
2024-12-06 13:31:36.648,8.77,512.0,0.84,0.48,-0.21,2.27,4.13,0.56
2024-12-06 13:31:36.688,12.15,516.0,0.86,0.48,-0.21,1.47,1.2,0.07
2024-12-06 13:31:36.704,10.57,500.0,0.83,0.48,-0.19,0.31,-0.33,-1.64
2024-12-06 13:31:36.732,13.72,520.0,0.81,0.48,-0.21,0.56,1.68,-1.4
2024-12-06 13:31:36.761,14.17,512.0,0.83,0.48,-0.23,0.98,3.27,-0.48
2024-12-06 13:31:36.792,17.1,516.0,0.85,0.49,-0.22,0.92,2.42,0.01
2024-12-06 13:31:36.817,20.48,539.0,0.87,0.5,-0.21,0.62,0.34,0.92
2024-12-06 13:31:36.939,18.9,511.0,0.84,0.49,-0.2,0.68,0.04,1.29
2024-12-06 13:31:36.946,16.88,516.0,0.9,0.43,-0.22,2.27,6.2,-6.58
2024-12-06 13:31:36.951,25.42,524.0,0.85,0.51,-0.22,1.47,1.93,-7.93
2024-12-06 13:31:36.981,21.38,508.0,0.78,0.51,-0.2,2.27,-2.34,-4.69
2024-12-06 13:31:37.13,24.07,508.0,0.75,0.5,-0.18,3.55,0.95,-3.17
2024-12-06 13:31:37.34,26.55,520.0,0.77,0.5,-0.2,3.49,6.38,-3.53
2024-12-06 13:31:37.62,27.67,534.0,0.82,0.48,-0.21,2.63,4.8,-4.81
2024-12-06 13:31:37.89,26.55,515.0,0.86,0.48,-0.23,2.02,0.4,-5.48
2024-12-06 13:31:37.133,29.47,503.0,0.82,0.49,-0.21,2.21,-1.61,-6.03
2024-12-06 13:31:37.145,29.02,517.0,0.81,0.52,-0.2,2.51,0.65,-6.83
2024-12-06 13:31:37.172,29.47,516.0,0.83,0.51,-0.21,2.75,4.0,-3.17
2024-12-06 13:31:37.200,28.12,518.0,0.84,0.49,-0.21,2.21,2.9,-3.84
2024-12-06 13:31:37.237,29.7,521.0,0.84,0.5,-0.21,1.72,-0.09,-4.94
2024-12-06 13:31:37.255,35.1,516.0,0.83,0.53,-0.2,2.14,0.52,-3.29
2024-12-06 13:31:37.287,32.62,506.0,0.83,0.54,-0.2,1.35,2.6,-0.6
2024-12-06 13:31:37.310,34.88,535.0,0.82,0.51,-0.22,1.29,2.48,-0.91
2024-12-06 13:31:37.355,38.25,530.0,0.83,0.5,-0.19,1.72,-0.15,-1.7
2024-12-06 13:31:37.367,38.47,524.0,0.81,0.51,-0.2,1.53,-0.09,-1.76
2024-12-06 13:31:37.396,37.12,518.0,0.8,0.53,-0.21,1.47,2.29,-1.76
2024-12-06 13:31:37.423,39.38,530.0,0.81,0.52,-0.2,1.35,2.05,-1.82
2024-12-06 13:31:37.450,42.75,527.0,0.83,0.52,-0.22,0.98,2.11,-1.76
2024-12-06 13:31:37.475,42.52,532.0,0.81,0.51,-0.21,0.74,1.2,-1.64
2024-12-06 13:31:37.512,44.1,531.0,0.81,0.52,-0.2,0.56,0.59,-2.19
2024-12-06 13:31:37.531,42.75,536.0,0.81,0.52,-0.21,0.62,0.59,-1.27
2024-12-06 13:31:37.561,41.4,534.0,0.78,0.5,-0.2,0.25,0.77,-3.1
2024-12-06 13:31:37.588,45.0,547.0,0.81,0.52,-0.2,0.19,0.28,-4.94
2024-12-06 13:31:37.619,48.6,533.0,0.82,0.54,-0.21,-0.05,0.1,-3.59
2024-12-06 13:31:37.642,45.9,545.0,0.82,0.54,-0.2,-1.27,0.34,-2.68
2024-12-06 13:31:37.692,47.7,536.0,0.81,0.52,-0.23,-1.03,0.22,-2.13
2024-12-06 13:31:37.697,46.57,541.0,0.8,0.51,-0.21,-0.11,-1.25,-2.43
2024-12-06 13:31:37.725,47.02,532.0,0.8,0.54,-0.2,-0.42,-0.45,-3.84
2024-12-06 13:31:37.752,48.82,540.0,0.8,0.54,-0.2,-0.42,0.89,-2.92
2024-12-06 13:31:37.780,55.12,541.0,0.8,0.53,-0.21,-0.66,1.01,-3.1
2024-12-06 13:31:37.808,55.8,517.0,0.8,0.54,-0.21,-1.09,0.28,-2.92
2024-12-06 13:31:37.835,51.97,544.0,0.8,0.54,-0.21,-0.79,-0.27,-2.74
2024-12-06 13:31:37.865,54.45,559.0,0.8,0.56,-0.2,-1.21,-0.64,-2.25
2024-12-06 13:31:37.975,56.7,560.0,0.79,0.55,-0.2,-1.09,-0.09,-2.31
2024-12-06 13:31:38.1,60.75,542.0,0.79,0.55,-0.21,-0.6,0.89,-1.52
2024-12-06 13:31:38.31,56.92,553.0,0.81,0.56,-0.21,-0.54,0.1,-1.52
2024-12-06 13:31:38.56,64.57,535.0,0.8,0.56,-0.22,-1.09,-0.09,-0.3
2024-12-06 13:31:38.83,60.52,542.0,0.8,0.56,-0.2,-1.03,0.04,0.92
2024-12-06 13:31:38.119,58.95,551.0,0.78,0.55,-0.21,-0.91,1.07,0.74
2024-12-06 13:31:38.181,64.57,557.0,0.8,0.56,-0.21,-0.72,0.59,0.25
2024-12-06 13:31:38.193,67.05,556.0,0.79,0.57,-0.21,-1.03,0.95,0.44
2024-12-06 13:31:38.226,70.65,547.0,0.79,0.56,-0.21,-1.03,1.07,0.31
2024-12-06 13:31:38.256,68.85,547.0,0.8,0.58,-0.2,-1.21,-0.15,1.29
2024-12-06 13:31:38.282,72.45,580.0,0.78,0.56,-0.21,-1.7,0.65,1.66
2024-12-06 13:31:38.305,72.45,561.0,0.8,0.55,-0.2,-1.46,-0.7,1.29
2024-12-06 13:31:38.336,73.57,576.0,0.79,0.56,-0.2,-1.82,-0.45,1.9
2024-12-06 13:31:38.375,65.92,564.0,0.78,0.54,-0.21,-1.46,-0.57,1.47
2024-12-06 13:31:38.388,71.32,560.0,0.79,0.56,-0.2,-1.46,-1.18,0.92
2024-12-06 13:31:38.414,71.78,559.0,0.78,0.57,-0.2,-1.7,0.46,0.68
2024-12-06 13:31:38.449,77.85,575.0,0.8,0.57,-0.2,-1.64,0.04,1.53
2024-12-06 13:31:38.469,81.0,556.0,0.79,0.55,-0.22,-1.46,0.52,1.35
2024-12-06 13:31:38.497,80.32,548.0,0.8,0.55,-0.2,-1.09,-0.21,1.35
2024-12-06 13:31:38.536,76.72,621.0,0.8,0.57,-0.2,-0.85,-0.33,2.14
2024-12-06 13:31:38.597,82.57,571.0,0.81,0.55,-0.21,-0.17,-0.33,2.82
2024-12-06 13:31:38.612,83.7,576.0,0.78,0.53,-0.2,-0.54,-0.21,1.9
2024-12-06 13:31:38.634,81.22,569.0,0.79,0.56,-0.19,-0.91,1.26,2.45
2024-12-06 13:31:38.662,85.72,566.0,0.78,0.57,-0.19,-1.82,1.56,3.0
2024-12-06 13:31:38.691,88.42,575.0,0.79,0.55,-0.22,-2.98,2.05,2.57
2024-12-06 13:31:40.190,89.55,562.0,0.79,0.56,-0.2,0.07,0.52,1.11
2024-12-06 13:31:40.193,87.3,561.0,0.79,0.56,-0.2,0.19,0.65,1.11
2024-12-06 13:31:40.212,87.07,557.0,0.79,0.56,-0.2,0.25,0.65,1.05
2024-12-06 13:31:40.220,90.22,566.0,0.79,0.56,-0.2,0.31,0.65,0.92
2024-12-06 13:31:40.230,86.62,566.0,0.79,0.56,-0.2,0.31,0.4,0.8
2024-12-06 13:31:40.239,83.7,573.0,0.79,0.56,-0.2,0.31,0.4,0.8
2024-12-06 13:31:40.241,88.42,574.0,0.79,0.56,-0.2,0.37,0.22,0.68
2024-12-06 13:31:40.247,86.62,557.0,0.79,0.56,-0.2,0.37,0.1,0.56
2024-12-06 13:31:40.258,91.8,556.0,0.79,0.56,-0.2,0.44,0.04,0.44
2024-12-06 13:31:40.262,88.2,561.0,0.79,0.56,-0.2,0.62,-0.03,0.31
2024-12-06 13:31:40.269,91.12,575.0,0.78,0.56,-0.2,0.62,-0.03,0.31
2024-12-06 13:31:40.282,90.45,567.0,0.78,0.56,-0.2,0.74,0.1,0.31
2024-12-06 13:31:40.293,88.65,568.0,0.79,0.56,-0.19,0.68,0.46,0.31
2024-12-06 13:31:40.310,90.67,572.0,0.79,0.56,-0.19,0.56,0.71,0.31
